Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x603000005830[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001f900[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001f930[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001f960[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001f990[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x60300001f9c0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008a10[16]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60300001f9f0[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60300001fa20[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60300001fa50[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60300001fa80[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x60300001fab0[32]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e4d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008a30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002e550[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fc90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fcc0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fcf0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fd20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fd50[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300001fd80[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x60300001fdb0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008a50[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e590[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008a70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60300000f040[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f070[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f0a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f0d0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x60300000f100[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008a90[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e610[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008ab0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002e690[40]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f310[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f340[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f370[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f3a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f3d0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x60300000f400[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008ad0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e6d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008af0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002e750[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f640[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f670[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f6a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f6d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f700[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x60300000f730[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x60300000f760[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008b10[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e790[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008b30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x603000020200[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020230[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020260[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020290[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000202c0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008b50[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e810[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008b70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002e890[40]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020500[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020530[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020560[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020590[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000205c0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000205f0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008b90[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e8d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008bb0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002e950[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020800[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020830[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020860[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020890[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000208c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000208f0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000020920[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008bd0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002e990[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008bf0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x603000020b90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020bc0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020bf0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020c20[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000020c50[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008c10[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ea10[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008c30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 37, ft_generate_sprites_array_rows, 0x60400002ea90[40]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020e60[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020e90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020ec0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020ef0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000020f20[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000020f50[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008c50[16]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000020f80[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000020fb0[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000020fe0[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000021010[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000021040[32]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ead0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008c70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002eb50[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021160[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021190[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000211c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000211f0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021220[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021250[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000021280[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008c90[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002eb90[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008cb0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002ec10[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000213a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000213d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021400[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021430[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021460[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021490[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000214c0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008cd0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ec50[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008cf0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002ecd0[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000215e0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021610[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021640[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021670[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000216a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000216d0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000021700[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008d10[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ed10[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008d30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002ed90[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021880[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000218b0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000218e0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021910[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021940[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021970[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000219a0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008d50[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002edd0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008d70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002ee50[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021b20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021b50[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021b80[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021bb0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021be0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021c10[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000021c40[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008d90[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ee90[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008db0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002ef10[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021dc0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021df0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021e20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021e50[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021e80[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000021eb0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000021ee0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008dd0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002ef50[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008df0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002efd0[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022060[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022090[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000220c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000220f0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022120[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022150[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000022180[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008e10[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f010[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008e30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f090[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022300[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022330[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022360[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022390[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000223c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000223f0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000022420[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008e50[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f0d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008e70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f150[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000225a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000225d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022600[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022630[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022660[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022690[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x6030000226c0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008e90[16]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x6030000226f0[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000022720[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000022750[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x603000022780[32]
Allocated = srcs/utils/ft_calloc.c, 23, ft_calloc, 0x6030000227b0[32]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f190[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008eb0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f210[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022960[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022990[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000229c0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000229f0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022a20[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022a50[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000022a80[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008ed0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f250[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008ef0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f2d0[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022c00[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022c30[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022c60[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022c90[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022cc0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022cf0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000022d20[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008f10[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f310[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008f30[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f390[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022ea0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022ed0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022f00[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022f30[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022f60[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000022f90[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000022fc0[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008f50[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f3d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008f70[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f450[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023170[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000231a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000231d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023200[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023230[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023260[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000023290[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008f90[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f490[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008fb0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f510[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023440[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023470[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000234a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000234d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023500[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023530[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000023560[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008fd0[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f550[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x602000008ff0[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f5d0[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023710[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023740[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023770[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000237a0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000237d0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023800[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000023830[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a010[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f610[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a030[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f690[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x6030000239e0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023a10[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023a40[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023a70[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023aa0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023ad0[24]
Allocated = srcs/sprite/ft_init_animated_sprite.c, 22, ft_init_animated_sprite, 0x603000023b00[24]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a050[16]
Allocated = srcs/t_image/ft_read_xpm.c, 28, ft_read_xpm, 0x60400002f6d0[48]
Allocated = srcs/utils/ft_list.c, 19, new_node, 0x60200000a070[16]
Allocated = srcs/sprite/ft_generate_sprites_array.c, 65, ft_generate_sprites_array_grid, 0x60400002f750[48]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023cb0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023ce0[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023d10[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023d40[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023d70[24]
Allocated = srcs/sprite/ft_init_sprite.c, 21, ft_init_sprite, 0x603000023da0[24]
